accident_severity,number_of_casualties,crash_type,driver_alcohol,driver_age,driver_experience,weather_conditions,road_light_condition,traffic_density,road_conditions,time_of_day,road_defect,road_type,intersection_related,speed_limit,vehicle_type,vehicle_age,maintenance_required,failure_history,brake_condition,source
slight,1.0,,,,,fine no high winds,daylight,,dry,18:20,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,other,daylight,,wet or damp,13:40,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,14:50,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,19:22,,single carriageway,not at junction or within 20 metres,20.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,8:30,,single carriageway,not at junction or within 20 metres,20.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,10:45,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:48,,single carriageway,not at junction or within 20 metres,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,16:30,,single carriageway,not at junction or within 20 metres,30.0,motorcycle 50cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,13:30,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,18:30,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:44,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,10:30,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,18:45,,single carriageway,crossroads,30.0,bus or coach (17 or more pass seats),,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,15:25,,single carriageway,not at junction or within 20 metres,30.0,bus or coach (17 or more pass seats),,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,16:00,,unknown,other junction,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining + high winds,daylight,,wet or damp,9:50,,single carriageway,not at junction or within 20 metres,60.0,taxi/private hire car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,wet or damp,0:01,,single carriageway,not at junction or within 20 metres,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,0:49,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:15,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,16:04,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,9:17,,single carriageway,t or staggered junction,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,16:05,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,10:48,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:10,,dual carriageway,crossroads,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,9:58,,single carriageway,t or staggered junction,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,14:52,,single carriageway,t or staggered junction,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,10:01,,dual carriageway,not at junction or within 20 metres,70.0,motorcycle 125cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,9:00,,single carriageway,crossroads,30.0,motorcycle over 500cc,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,2:06,,dual carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:25,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,16:03,,single carriageway,private drive or entrance,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:40,,single carriageway,t or staggered junction,30.0,motorcycle 50cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:10,,single carriageway,t or staggered junction,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,20:13,,single carriageway,not at junction or within 20 metres,20.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,11:30,,single carriageway,t or staggered junction,60.0,car,,,,,dataset1_road_accident
fatal,1.0,,,,,fine no high winds,daylight,,dry,12:02,,roundabout,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,12:45,,roundabout,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,18:10,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:15,,roundabout,roundabout,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,17:09,,single carriageway,private drive or entrance,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - no lighting,,snow,2:43,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,6:45,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,16:00,,single carriageway,other junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:45,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine + high winds,daylight,,wet or damp,14:15,,roundabout,roundabout,30.0,motorcycle 125cc and under,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,11:05,,dual carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,11:00,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:58,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,darkness - lights lit,,wet or damp,20:30,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,22:00,,dual carriageway,roundabout,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,other,darkness - lighting unknown,,dry,18:13,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,other,darkness - lights lit,,frost or ice,2:30,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:15,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,19:45,,dual carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,unknown,daylight,,dry,17:02,,roundabout,mini-roundabout,30.0,motorcycle 125cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,12:09,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - no lighting,,dry,2:05,,unknown,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,18:05,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:20,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,17:25,,single carriageway,t or staggered junction,30.0,van / goods 3.5 tonnes mgw or under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,14:10,,dual carriageway,more than 4 arms (not roundabout),30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - no lighting,,dry,23:20,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:25,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,14:49,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,12:30,,dual carriageway,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,11:10,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,8:00,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,16:00,,one way street,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,9:55,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,12:30,,roundabout,roundabout,40.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,17:10,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:29,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,21:29,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,darkness - lights lit,,wet or damp,18:30,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,raining no high winds,daylight,,wet or damp,11:05,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,16:55,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,17:45,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,13:15,,single carriageway,t or staggered junction,40.0,motorcycle 50cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:42,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,9:45,,single carriageway,t or staggered junction,30.0,van / goods 3.5 tonnes mgw or under,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,darkness - lights lit,,wet or damp,2:00,,dual carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,17:50,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,20:28,,single carriageway,roundabout,30.0,motorcycle over 500cc,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:00,,dual carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,darkness - lights lit,,dry,0:20,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,15:20,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,11:30,,roundabout,roundabout,40.0,bus or coach (17 or more pass seats),,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,19:30,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,23:42,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,frost or ice,15:57,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,18:15,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,18:40,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,other,daylight,,dry,15:30,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,19:07,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,16:50,,single carriageway,roundabout,30.0,taxi/private hire car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,14:10,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,other,daylight,,wet or damp,19:40,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:05,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,12:50,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,1:20,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,14:33,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,darkness - lights lit,,wet or damp,20:50,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:20,,slip road,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,13:36,,single carriageway,t or staggered junction,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,18:04,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,23:45,,roundabout,roundabout,30.0,motorcycle over 500cc,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,10:00,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,18:40,,single carriageway,crossroads,30.0,motorcycle over 125cc and up to 500cc,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,14:30,,single carriageway,not at junction or within 20 metres,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:50,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:45,,single carriageway,not at junction or within 20 metres,50.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,7:29,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,wet or damp,17:00,,roundabout,roundabout,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:05,,roundabout,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,16:15,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,11:56,,single carriageway,t or staggered junction,60.0,bus or coach (17 or more pass seats),,,,,dataset1_road_accident
